classification,match_score,dalua_title,dalua_cost_ex_gst,dalua_cost_plus_gst,dalua_markdown_ex_gst,dalua_markdown_plus_gst,dalua_product_url,dalua_image_url,shopify_title,shopify_product_url,shopify_retail_price,exclude_reason,review_note,qualification,qualification_reason,proposed_variant_family,variant_group_size,market_observations,market_median_aud,recommended_retail_aud,pricing_status,market_sources_json
missing,0.490,WIO Pale Ethereal River Kit,159.97,175.97,119.98,131.98,https://daluawholesale.com.au/product/wio-pale-ethereal-river-kit/,https://daluawholesale.com.au/wp-content/uploads/2025/10/pale-ethereal-river-kit.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio ethereal river kit,1,2,244.95,244.95,priced,"[{""retailer"":""DALUA AU"",""price"":249.95,""score"":1.0,""title"":""WIO - Pale Ethereal River Kit"",""url"":""https://dalua.com.au/products/wio-pale-ethereal-river-kit""},{""retailer"":""IW Aquariums"",""price"":239.95,""score"":1.0,""title"":""Wio - Pale Ethereal River Kit"",""url"":""https://iwaquariums.com.au/products/wio-pale-ethereal-river-kit""}]"
missing,0.479,WIO Black Ryuoh Stone MEGA KIT 21 kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wioblack-ryuoh-stone-mega-kit-21-kg/,https://daluawholesale.com.au/wp-content/uploads/2025/10/wio_nanorock_blackryuoh_dry_png.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio ryuoh stone mega kit,1,1,,,insufficient_market_data,"[{""retailer"":""DALUA AU"",""price"":12.95,""score"":0.735,""title"":""WIO - Black Ryuoh Stone Per Kg"",""url"":""https://dalua.com.au/products/wio-black-ryuoh-nano-stone-2kg""}]"
missing,0.500,WIO Paleo Nano Stone 1.5kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-paleo-nano-stone-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/10/WIO-Paleorock-NanoRock1.5kg4_d543e604-ef68-4c54-8712-031d1584ba8a.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio paleo nano stone,1,2,26.95,26.95,priced,"[{""retailer"":""Nature Pets"",""price"":26.95,""score"":0.822,""title"":""WIO - Dragon Nano Stone 1.5kg"",""url"":""https://naturepets.com.au/products/wio-dragon-nano-stone-1-5kg""},{""retailer"":""Nature Aquariums"",""price"":26.95,""score"":0.822,""title"":""WIO - Dragon Nano Stone 1.5kg"",""url"":""https://www.natureaquariums.com.au/products/wio-dragon-nano-stone-1-5kg""}]"
missing,0.480,WIO Silver Shadow Nano Stone 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-silver-shadow-nano-stone-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/10/WIO-SilverShadow-NanoRock4_e5bd72c7-89b8-4198-aecb-e2e3d7865906.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio silver shadow nano stone,1,3,24.95,24.95,priced,"[{""retailer"":""DALUA AU"",""price"":26.95,""score"":0.837,""title"":""WIO - Silver Shadow Nano Rock 2kg"",""url"":""https://dalua.com.au/products/wio-silver-shadow-nano-rock-2kg""},{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.837,""title"":""WIO - Silver Shadow - Nano Rock 2kg"",""url"":""https://naturepets.com.au/products/wio-silver-shadow-nano-rock-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.837,""title"":""WIO - Silver Shadow - Nano Rock 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-silver-shadow-nano-rock-2kg""}]"
missing,0.464,WIO Grey Fossil Nano Stone 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-greyfossilnanostone2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/10/WIO-GreyFossilWood-NanoRock2kg5_6f37bbfb-4029-4786-9ac5-714d8ad747af.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio fossil nano stone,1,3,24.95,24.95,priced,"[{""retailer"":""DALUA AU"",""price"":29.95,""score"":0.773,""title"":""WIO - Grey Fossil Wood Stone Nano Bag 2kg"",""url"":""https://dalua.com.au/products/wio-grey-fossil-wood-stone""},{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.756,""title"":""WIO - Grey Fossil Wood - Nano Rock 2kg"",""url"":""https://naturepets.com.au/products/wio-grey-fossil-wood-nano-rock-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.756,""title"":""WIO - Grey Fossil Wood - Nano Rock 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-grey-fossil-wood-nano-rock-2kg""}]"
missing,0.508,WIO Wild Red Nano Stone 1.5 kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-wild-red-nano-stone-1-5-kg/,https://daluawholesale.com.au/wp-content/uploads/2025/10/wioWildRedLavaNanoRock4_5091cda3-4934-43b1-a091-c976d148518e.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio wild nano stone,1,0,,,insufficient_market_data,[]
missing,0.522,WIO Darwin Black Nano Stone 1.5 kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-darwin-black-nano-stone-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/10/WIO-DarwinBlackLavaStone4_cabf5d17-6b00-438f-8b90-86bd0eccdee4.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio darwin nano stone,1,0,,,insufficient_market_data,[]
missing,0.508,WIO Titan Nano Rocks 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-titan-nano-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/10/wio_nanorocks_titan_dry.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio titan nano rocks,1,3,24.95,24.95,priced,"[{""retailer"":""DALUA AU"",""price"":29.95,""score"":0.725,""title"":""WIO - Titan Stone Nano 2kg"",""url"":""https://dalua.com.au/products/wio-titan-nano-rock-2kg""},{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.885,""title"":""WIO - Titan - Nano Rock 2kg"",""url"":""https://naturepets.com.au/products/wio-titan-nano-rock-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.885,""title"":""WIO - Titan - Nano Rock 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-titan-nano-rock-2kg""}]"
missing,0.492,WIO Black Ryuoh Nano Stone 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/black-ryuoh-nano-stone-2-kg/,https://daluawholesale.com.au/wp-content/uploads/2025/10/wio_nanorock_blackryuoh_dry_png.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio ryuoh nano stone,1,3,26.95,26.95,priced,"[{""retailer"":""DALUA AU"",""price"":26.95,""score"":0.804,""title"":""WIO - Black Ryuoh Stone Nano Bag 2kg"",""url"":""https://dalua.com.au/products/wio-black-ryuoh-nano-stone-2kg""},{""retailer"":""Nature Pets"",""price"":26.95,""score"":0.872,""title"":""WIO - Ryuoh Nano Stone 2kg"",""url"":""https://naturepets.com.au/products/wio-ryuoh-nano-stone-2kg""},{""retailer"":""Nature Aquariums"",""price"":26.95,""score"":1.0,""title"":""WIO - Black Ryuoh Nano Stone 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-black-ryuoh-nano-stone-2kg""}]"
missing,0.491,WIO Amber Dragon Riverbed 3kg,46.64,51.30,34.98,38.48,https://daluawholesale.com.au/product/wio-amber-dragon-riverbed-3kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_479638883ff54deda08729ac398e3aaemv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio amber dragon riverbed,1,1,,,insufficient_market_data,"[{""retailer"":""DALUA AU"",""price"":64.42,""score"":1.0,""title"":""WIO - Amber Dragon Riverbed 3kg"",""url"":""https://dalua.com.au/products/wio-amber-dragon-riverbed""}]"
missing,0.564,Drift Wood X Large,69.44,76.38,55.55,61.11,https://daluawholesale.com.au/product/drift-wood-x-large/,https://daluawholesale.com.au/wp-content/uploads/2025/08/dalua-dragon-wood-2.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,drift wood x,1,0,,,insufficient_market_data,[]
missing,0.541,Dragon Stone 15kg Box,58.69,64.56,46.95,51.65,https://daluawholesale.com.au/product/dragon-stone-15kg-box/,https://daluawholesale.com.au/wp-content/uploads/2025/08/dragon-stone-main-.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,dragon stone box,1,1,,,insufficient_market_data,"[{""retailer"":""Nature Aquariums"",""price"":109.95,""score"":1.0,""title"":""Dragon Stone 15kg Box"",""url"":""https://www.natureaquariums.com.au/products/dragon-stone-15kg-box""}]"
missing,0.550,Seiryu Stone 20kg Box,78.25,86.08,62.60,68.86,https://daluawholesale.com.au/product/seiryu-stone-20kg-box/,https://daluawholesale.com.au/wp-content/uploads/2025/08/ChatGPT-Image-Aug-23-2025-06_22_50-PM.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,seiryu stone box,1,1,,,insufficient_market_data,"[{""retailer"":""Nature Aquariums"",""price"":139.95,""score"":0.866,""title"":""Dark Seiryu Stone 20kg Box"",""url"":""https://www.natureaquariums.com.au/products/dark-seiryu-stone-20kg-box""}]"
missing,0.500,Tini LED WRGB,143.75,158.13,125.00,137.50,https://daluawholesale.com.au/product/tini-led-wrgb/,https://daluawholesale.com.au/wp-content/uploads/2025/08/tini-led-wrgb.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,tini led wrgb,1,0,,,insufficient_market_data,[]
missing,0.560,River Pebble Stone per kg,4.07,4.48,3.13,3.44,https://daluawholesale.com.au/product/river-pebble-stone-per-kg/,https://daluawholesale.com.au/wp-content/uploads/2025/07/river_pebble_stone_.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,river pebble stone per kg,1,0,,,insufficient_market_data,[]
missing,0.438,WIO McDonald Lake *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-mcdonald-lake-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_8ae64e6e928a45d4b4f5d0be60f16472mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio mcdonald lake boulder mega box set,1,0,,,insufficient_market_data,[]
missing,0.438,WIO Inferno Rocks *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-inferno-rocks-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ebf504b6605f446687875cc96e22e691mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio inferno rocks boulder mega box set,1,0,,,insufficient_market_data,[]
missing,0.477,WIO Bumblebee Stone  *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-bumblebee-stone-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_04a26901e6d8410e8a7930a25a459a46mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio bumblebee stone boulder mega box set,1,0,,,insufficient_market_data,[]
missing,0.438,WIO Druid Boulder *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-druid-boulder-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_9b936c9e03d3428fafe13bc2669a3a1emv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio druid boulder boulder mega box set,1,0,,,insufficient_market_data,[]
missing,0.452,WIO White Adder *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-white-adder-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_2a10c42d152c46e3849ef7c460b814d9mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio adder boulder mega box set,1,0,,,insufficient_market_data,[]
missing,0.493,WIO Black Venom Rocks *BOULDER* Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-black-venom-rocks-boulder-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_cd37779116fb4d9ab2c7d70ba95ab721mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio venom rocks boulder mega box set,1,0,,,insufficient_market_data,[]
missing,0.430,WIO Web Stone Mega Box Set *LIGHT WEIGHT* 12kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-web-stone-mega-box-set-12kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_5d8bc39e4a8640bb8117be8e0c31c31fmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio web stone mega box set light weight,1,3,229.95,229.95,priced,"[{""retailer"":""DALUA AU"",""price"":234.95,""score"":0.732,""title"":""WIO - Web Stone Mega Box 12kg"",""url"":""https://dalua.com.au/products/wio-web-stone""},{""retailer"":""Nature Pets"",""price"":229.95,""score"":0.812,""title"":""WIO - Web Stone - Mega Box Set 12kg"",""url"":""https://naturepets.com.au/products/wio-web-stone-mega-box-set-22kg""},{""retailer"":""Nature Aquariums"",""price"":229.95,""score"":0.812,""title"":""WIO - Web Stone - Mega Box Set 12kg"",""url"":""https://www.natureaquariums.com.au/products/wio-web-stone-mega-box-set-12kg""}]"
missing,0.493,WIO Bumblebee Stone Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-bumblebee-stone-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_8d6f5ecdedac4f719fbac689ee61057bmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio bumblebee stone mega box set,1,0,,,insufficient_market_data,[]
missing,0.469,WIO Grey Fossil Wood Rocks Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-grey-fossil-wood-rocks-mega-box-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_bb52c7affeb441e897a7adb265fe6272mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio fossil wood rocks mega box set,1,0,,,insufficient_market_data,[]
missing,0.514,WIO Black Venom Rocks Mega Box Set 22kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-black-venom-rocks-mega-set-22kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/b49c6f_f509c3808f304ca5b40801cd583efa5emv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio venom rocks mega box set,1,0,,,insufficient_market_data,[]
missing,0.436,WIO Red Lava *LIGHTWEIGHT* Rocks Mega Box Set 12kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-wild-red-lava-mega-box-set-12kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_b1ee0214a61f437495e02cfc65eeb0f9mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio lava lightweight rocks mega box set,1,0,,,insufficient_market_data,[]
missing,0.455,WIO Inferno Rocks Mega Box Set 20kg,153.31,168.64,114.98,126.48,https://daluawholesale.com.au/product/wio-inferno-mega-rocks-set-20kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_0f69c6341a6d419e931c151df2018b0cmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio inferno rocks mega box set,1,0,,,insufficient_market_data,[]
missing,0.467,WIO Inferno Nano *Boulder* Rocks 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-inferno-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_2aac3674e8724911906fbdb49a6837e6mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio inferno nano boulder rocks,1,3,24.00,24.00,priced,"[{""retailer"":""DALUA AU"",""price"":26.95,""score"":0.745,""title"":""WIO - Inferno Boulder Nano Bag 2kg"",""url"":""https://dalua.com.au/products/wio-inferno-boulder""},{""retailer"":""Nature Pets"",""price"":24.0,""score"":0.882,""title"":""WIO - Inferno - Nano Boulder 2kg"",""url"":""https://naturepets.com.au/products/wio-inferno-nano-boulder-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.0,""score"":0.882,""title"":""WIO - Inferno - Nano Boulder 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-inferno-nano-boulder-2kg""}]"
missing,0.493,WIO Black Venom Nano *Boulder* Rocks 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-black-venom-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_be15efb1483947fd9054ee00de1f71b8mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio venom nano boulder rocks,1,2,24.95,24.95,priced,"[{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.897,""title"":""WIO - Black Venom - Nano Boulder 2kg"",""url"":""https://naturepets.com.au/products/wio-black-venom-nano-boulder-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.897,""title"":""WIO - Black Venom - Nano Boulder 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-black-venom-nano-boulder-2kg""}]"
missing,0.469,WIO White Adder Nano *Boulder* Rocks 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-white-adder-nano-boulder-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_ae508e13f76840cda9bcaf44133f31ddmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio adder nano boulder rocks,1,3,24.95,24.95,priced,"[{""retailer"":""DALUA AU"",""price"":26.95,""score"":0.774,""title"":""WIO - White Adder Boulder Nano Bag 2kg"",""url"":""https://dalua.com.au/products/wio-white-adder-boulder""},{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.897,""title"":""WIO - White Adder - Nano Boulder 2kg"",""url"":""https://naturepets.com.au/products/wio-white-adder-nano-boulder-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.897,""title"":""WIO - White Adder - Nano Boulder 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-white-adder-nano-boulder-2kg""}]"
missing,0.478,WIO Druid Nano *Boulder* Rocks 1.5kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-druid-nano-boulder-rocks-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_7c2e73eac2c1424f9dee229db31d0834mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio druid nano boulder rocks,1,3,24.95,24.95,priced,"[{""retailer"":""DALUA AU"",""price"":26.95,""score"":0.755,""title"":""WIO - Druid Boulder Nano Bag 1.5kg"",""url"":""https://dalua.com.au/products/wio-druid-boulder""},{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.889,""title"":""WIO - Druid - Nano Boulder 1.5kg"",""url"":""https://naturepets.com.au/products/wio-druid-nano-boulder-1-5kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.889,""title"":""WIO - Druid - Nano Boulder 1.5kg"",""url"":""https://www.natureaquariums.com.au/products/wio-druid-nano-boulder-1-5kg""}]"
missing,0.476,WIO Inferno Nano Stones 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-inferno-nano-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_6a0da298e8cc468da8e97acae8d44733mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio inferno nano stones,1,2,26.95,26.95,priced,"[{""retailer"":""Nature Pets"",""price"":26.95,""score"":0.887,""title"":""WIO - Inferno Nano Stone 2kg"",""url"":""https://naturepets.com.au/products/wio-inferno-nano-stone-2kg""},{""retailer"":""Nature Aquariums"",""price"":26.95,""score"":0.887,""title"":""WIO - Inferno Nano Stone 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-inferno-nano-stone-2kg""}]"
missing,0.500,WIO Black Venom Nano Stones 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-black-venom-nano-stones-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_1970fba70e1f49399464911c0f1cd87bmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio venom nano stones,1,2,24.95,24.95,priced,"[{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.821,""title"":""WIO - Black Venom - Nano Rock 2kg"",""url"":""https://naturepets.com.au/products/wio-black-venom-nano-rock-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.821,""title"":""WIO - Black Venom - Nano Rock 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-black-venom-nano-rock-2kg""}]"
missing,0.545,WIO Bumblebee Nano Stones 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-bumblebee-nano-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_c4c00d8d1a9245238d237fefeb68544amv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio bumblebee nano stones,1,2,24.95,24.95,priced,"[{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.8,""title"":""WIO - Bumblebee - Nano Rock 2kg"",""url"":""https://naturepets.com.au/products/wio-bumblebee-nano-rock-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.8,""title"":""WIO - Bumblebee - Nano Rock 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-bumblebee-nano-rock-2kg""}]"
missing,0.490,WIO Jade Nano Rocks 2kg,16.35,17.99,12.26,13.49,https://daluawholesale.com.au/product/wio-jade-nano-rocks-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_9c4eec7332ac4729a0f6cbe4f1653abfmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio jade nano rocks,1,2,24.95,24.95,priced,"[{""retailer"":""Nature Pets"",""price"":24.95,""score"":0.884,""title"":""WIO - Jade - Nano Rock 2kg"",""url"":""https://naturepets.com.au/products/wio-jade-nano-rock-2kg""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":0.884,""title"":""WIO - Jade - Nano Rock 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-jade-nano-rock-2kg""}]"
missing,0.514,WIO Dark Artist Florabed *Fine* 1.5kg,19.99,21.99,14.99,16.49,https://daluawholesale.com.au/product/wio-dark-artist-florabed-fine-1-5kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/dark-fine-soil.png,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio dark artist florabed fine,1,2,24.95,24.95,priced,"[{""retailer"":""Nature Pets"",""price"":24.95,""score"":1.0,""title"":""WIO - Dark Artist Florabed Fine - 1.5kg"",""url"":""https://naturepets.com.au/products/wio-artist-dark""},{""retailer"":""Nature Aquariums"",""price"":24.95,""score"":1.0,""title"":""WIO - Dark Artist Florabed Fine - 1.5kg"",""url"":""https://www.natureaquariums.com.au/products/wio-dark-artist-florabed""}]"
missing,0.545,WIO Sticky Soil,36.38,40.02,,,https://daluawholesale.com.au/product/wio-sticky-soil/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_a1fdd1a10fef481b8fbc03c887486c8amv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio sticky soil,1,3,99.00,99.00,priced,"[{""retailer"":""DALUA AU"",""price"":105.95,""score"":1.0,""title"":""WIO - Sticky Soil"",""url"":""https://dalua.com.au/products/wio-sticky-soil""},{""retailer"":""Nature Pets"",""price"":99.0,""score"":1.0,""title"":""WIO - Sticky Soil"",""url"":""https://naturepets.com.au/products/wio-sticky-soil""},{""retailer"":""Nature Aquariums"",""price"":99.0,""score"":1.0,""title"":""WIO - Sticky Soil"",""url"":""https://www.natureaquariums.com.au/products/wio-ball""}]"
missing,0.500,WIO Insula Pad M,27.27,30.00,20.45,22.50,https://daluawholesale.com.au/product/wio-insula-pad-m/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio insula pad m,1,1,,,insufficient_market_data,"[{""retailer"":""DALUA AU"",""price"":46.95,""score"":0.786,""title"":""WIO - Aquagrow Insula Pad M"",""url"":""https://dalua.com.au/products/wio-aquagrow""}]"
missing,0.444,WIO Insula Pad S,24.24,26.66,18.18,20.00,https://daluawholesale.com.au/product/wio-insula-pad-s/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio insula pad s,1,1,,,insufficient_market_data,"[{""retailer"":""DALUA AU"",""price"":42.95,""score"":0.786,""title"":""WIO - Aquagrow Insula Pad S"",""url"":""https://dalua.com.au/products/wio-aquagrow""}]"
missing,0.439,WIO Insula Pad XS,21.20,23.32,15.90,17.49,https://daluawholesale.com.au/product/wio-insula-pad-xs/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_df32a7ad3836467c919e79e9c0f7e0d5mv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio insula pad xs,1,1,,,insufficient_market_data,"[{""retailer"":""DALUA AU"",""price"":36.95,""score"":0.793,""title"":""WIO - Aquagrow Insula Pad XS"",""url"":""https://dalua.com.au/products/wio-aquagrow""}]"
missing,0.489,WIO Beck Riverbed 2kg,25.39,27.93,15.00,16.50,https://daluawholesale.com.au/product/wio-beck-riverbed-2kg/,https://daluawholesale.com.au/wp-content/uploads/2025/01/5f6902_4e020bb5f532490ca61a0a00b0a9202fmv2.webp,,,,,,freshwater_candidate,low duplicate risk and fits general freshwater/aquascaping catalogue,wio beck riverbed,1,3,42.95,42.95,priced,"[{""retailer"":""DALUA AU"",""price"":42.95,""score"":0.766,""title"":""WIO - Shell Riverbed 2kg"",""url"":""https://dalua.com.au/products/wio-shellbed""},{""retailer"":""Nature Pets"",""price"":42.95,""score"":1.0,""title"":""WIO - Beck RiverBed 2kg"",""url"":""https://naturepets.com.au/products/wio-beck-riverbed""},{""retailer"":""Nature Aquariums"",""price"":42.95,""score"":1.0,""title"":""WIO - Beck RiverBed 2kg"",""url"":""https://www.natureaquariums.com.au/products/wio-beck-riverbed""}]"
